,id,tweet,created_atinformation
0,"User(_api=<tweepy.api.API object at 0x00000216DA071FC8>, _json={'id': 797312442112049152, 'id_str': '797312442112049152', 'name': 'Kevin Bradley', 'screen_name': 'kevinbrad75', 'location': ' Ireland, ', 'description': 'Am a very big country and trucking fan my favourite country singers are Lisa mchugh cliona hagan Larissa tormey Marty mone Caitlin', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1534, 'friends_count': 373, 'listed_count': 96, 'created_at': 'Sat Nov 12 05:37:54 +0000 2016', 'favourites_count': 235949, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 79525, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/797312442112049152/1481662674', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=797312442112049152, id_str='797312442112049152', name='Kevin Bradley', screen_name='kevinbrad75', location=' Ireland, ', description='Am a very big country and trucking fan my favourite country singers are Lisa mchugh cliona hagan Larissa tormey Marty mone Caitlin', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=1534, friends_count=373, listed_count=96, created_at=datetime.datetime(2016, 11, 12, 5, 37, 54), favourites_count=235949, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=79525, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/797312442112049152/1481662674', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')",hello spring happy Easter inspire rejoice religious christian jewelry accessories avocational pendant HTTP t co z hokum ,2020-03-18 20:59:52
1,"User(_api=<tweepy.api.API object at 0x00000216DA071FC8>, _json={'id': 797312442112049152, 'id_str': '797312442112049152', 'name': 'Kevin Bradley', 'screen_name': 'kevinbrad75', 'location': ' Ireland, ', 'description': 'Am a very big country and trucking fan my favourite country singers are Lisa mchugh cliona hagan Larissa tormey Marty mone Caitlin', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1534, 'friends_count': 373, 'listed_count': 96, 'created_at': 'Sat Nov 12 05:37:54 +0000 2016', 'favourites_count': 235949, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 79525, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/797312442112049152/1481662674', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=797312442112049152, id_str='797312442112049152', name='Kevin Bradley', screen_name='kevinbrad75', location=' Ireland, ', description='Am a very big country and trucking fan my favourite country singers are Lisa mchugh cliona hagan Larissa tormey Marty mone Caitlin', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=1534, friends_count=373, listed_count=96, created_at=datetime.datetime(2016, 11, 12, 5, 37, 54), favourites_count=235949, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=79525, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/797312442112049152/1481662674', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')",be my blanket today cover me body but do not forget to do one thing Fayetteville happy webcam HTTP t co ,2020-03-18 20:59:52
2,"User(_api=<tweepy.api.API object at 0x00000216DA071FC8>, _json={'id': 797312442112049152, 'id_str': '797312442112049152', 'name': 'Kevin Bradley', 'screen_name': 'kevinbrad75', 'location': ' Ireland, ', 'description': 'Am a very big country and trucking fan my favourite country singers are Lisa mchugh cliona hagan Larissa tormey Marty mone Caitlin', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1534, 'friends_count': 373, 'listed_count': 96, 'created_at': 'Sat Nov 12 05:37:54 +0000 2016', 'favourites_count': 235949, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 79525, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/797312442112049152/1481662674', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=797312442112049152, id_str='797312442112049152', name='Kevin Bradley', screen_name='kevinbrad75', location=' Ireland, ', description='Am a very big country and trucking fan my favourite country singers are Lisa mchugh cliona hagan Larissa tormey Marty mone Caitlin', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=1534, friends_count=373, listed_count=96, created_at=datetime.datetime(2016, 11, 12, 5, 37, 54), favourites_count=235949, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=79525, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/797312442112049152/1481662674', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')",happy birthday to Tommy cooper my idol i am going to re visit this documentary enjoy happy birthday HTTP t co ,2020-03-18 20:59:52
3,"User(_api=<tweepy.api.API object at 0x00000216DA071FC8>, _json={'id': 797312442112049152, 'id_str': '797312442112049152', 'name': 'Kevin Bradley', 'screen_name': 'kevinbrad75', 'location': ' Ireland, ', 'description': 'Am a very big country and trucking fan my favourite country singers are Lisa mchugh cliona hagan Larissa tormey Marty mone Caitlin', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1534, 'friends_count': 373, 'listed_count': 96, 'created_at': 'Sat Nov 12 05:37:54 +0000 2016', 'favourites_count': 235949, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 79525, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/797312442112049152/1481662674', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=797312442112049152, id_str='797312442112049152', name='Kevin Bradley', screen_name='kevinbrad75', location=' Ireland, ', description='Am a very big country and trucking fan my favourite country singers are Lisa mchugh cliona hagan Larissa tormey Marty mone Caitlin', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=1534, friends_count=373, listed_count=96, created_at=datetime.datetime(2016, 11, 12, 5, 37, 54), favourites_count=235949, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=79525, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/797312442112049152/1481662674', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')",rt music beat we can all use a little happiness right now favorite happy song music covin round Jamestown HTTP t co u ,2020-03-18 20:59:52
4,"User(_api=<tweepy.api.API object at 0x00000216DA071FC8>, _json={'id': 797312442112049152, 'id_str': '797312442112049152', 'name': 'Kevin Bradley', 'screen_name': 'kevinbrad75', 'location': ' Ireland, ', 'description': 'Am a very big country and trucking fan my favourite country singers are Lisa mchugh cliona hagan Larissa tormey Marty mone Caitlin', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1534, 'friends_count': 373, 'listed_count': 96, 'created_at': 'Sat Nov 12 05:37:54 +0000 2016', 'favourites_count': 235949, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 79525, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/797312442112049152/1481662674', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=797312442112049152, id_str='797312442112049152', name='Kevin Bradley', screen_name='kevinbrad75', location=' Ireland, ', description='Am a very big country and trucking fan my favourite country singers are Lisa mchugh cliona hagan Larissa tormey Marty mone Caitlin', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=1534, friends_count=373, listed_count=96, created_at=datetime.datetime(2016, 11, 12, 5, 37, 54), favourites_count=235949, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=79525, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/797312442112049152/1481662674', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')",rt Talbot colorful creativity can warm up your day happy noticing different natural forms smells and tastes playing with p ,2020-03-18 20:59:52
5,"User(_api=<tweepy.api.API object at 0x00000216DA071FC8>, _json={'id': 797312442112049152, 'id_str': '797312442112049152', 'name': 'Kevin Bradley', 'screen_name': 'kevinbrad75', 'location': ' Ireland, ', 'description': 'Am a very big country and trucking fan my favourite country singers are Lisa mchugh cliona hagan Larissa tormey Marty mone Caitlin', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1534, 'friends_count': 373, 'listed_count': 96, 'created_at': 'Sat Nov 12 05:37:54 +0000 2016', 'favourites_count': 235949, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 79525, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/797312442112049152/1481662674', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=797312442112049152, id_str='797312442112049152', name='Kevin Bradley', screen_name='kevinbrad75', location=' Ireland, ', description='Am a very big country and trucking fan my favourite country singers are Lisa mchugh cliona hagan Larissa tormey Marty mone Caitlin', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=1534, friends_count=373, listed_count=96, created_at=datetime.datetime(2016, 11, 12, 5, 37, 54), favourites_count=235949, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=79525, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/797312442112049152/1481662674', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')",things i m thankful for thankfulness grateful love happy gratitude bold app HTTP t co ,2020-03-18 20:59:52
6,"User(_api=<tweepy.api.API object at 0x00000216DA071FC8>, _json={'id': 797312442112049152, 'id_str': '797312442112049152', 'name': 'Kevin Bradley', 'screen_name': 'kevinbrad75', 'location': ' Ireland, ', 'description': 'Am a very big country and trucking fan my favourite country singers are Lisa mchugh cliona hagan Larissa tormey Marty mone Caitlin', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1534, 'friends_count': 373, 'listed_count': 96, 'created_at': 'Sat Nov 12 05:37:54 +0000 2016', 'favourites_count': 235949, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 79525, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/797312442112049152/1481662674', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=797312442112049152, id_str='797312442112049152', name='Kevin Bradley', screen_name='kevinbrad75', location=' Ireland, ', description='Am a very big country and trucking fan my favourite country singers are Lisa mchugh cliona hagan Larissa tormey Marty mone Caitlin', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=1534, friends_count=373, listed_count=96, created_at=datetime.datetime(2016, 11, 12, 5, 37, 54), favourites_count=235949, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=79525, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/797312442112049152/1481662674', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')",rt point fighter jump spin kick point fighter follows fight forestages karate Kaunas wacko obsessed kickboxing happy ht ,2020-03-18 20:59:52
7,"User(_api=<tweepy.api.API object at 0x00000216DA071FC8>, _json={'id': 797312442112049152, 'id_str': '797312442112049152', 'name': 'Kevin Bradley', 'screen_name': 'kevinbrad75', 'location': ' Ireland, ', 'description': 'Am a very big country and trucking fan my favourite country singers are Lisa mchugh cliona hagan Larissa tormey Marty mone Caitlin', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1534, 'friends_count': 373, 'listed_count': 96, 'created_at': 'Sat Nov 12 05:37:54 +0000 2016', 'favourites_count': 235949, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 79525, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/797312442112049152/1481662674', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=797312442112049152, id_str='797312442112049152', name='Kevin Bradley', screen_name='kevinbrad75', location=' Ireland, ', description='Am a very big country and trucking fan my favourite country singers are Lisa mchugh cliona hagan Larissa tormey Marty mone Caitlin', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=1534, friends_count=373, listed_count=96, created_at=datetime.datetime(2016, 11, 12, 5, 37, 54), favourites_count=235949, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=79525, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/797312442112049152/1481662674', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')",rt music beat we can all use a little happiness right now favorite happy song music covin round the rascals HTTP t co y ,2020-03-18 20:59:52
8,"User(_api=<tweepy.api.API object at 0x00000216DA071FC8>, _json={'id': 797312442112049152, 'id_str': '797312442112049152', 'name': 'Kevin Bradley', 'screen_name': 'kevinbrad75', 'location': ' Ireland, ', 'description': 'Am a very big country and trucking fan my favourite country singers are Lisa mchugh cliona hagan Larissa tormey Marty mone Caitlin', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1534, 'friends_count': 373, 'listed_count': 96, 'created_at': 'Sat Nov 12 05:37:54 +0000 2016', 'favourites_count': 235949, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 79525, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/797312442112049152/1481662674', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=797312442112049152, id_str='797312442112049152', name='Kevin Bradley', screen_name='kevinbrad75', location=' Ireland, ', description='Am a very big country and trucking fan my favourite country singers are Lisa mchugh cliona hagan Larissa tormey Marty mone Caitlin', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=1534, friends_count=373, listed_count=96, created_at=datetime.datetime(2016, 11, 12, 5, 37, 54), favourites_count=235949, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=79525, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/797312442112049152/1481662674', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')",anal happy days HTTP t co animation art movies maladministration stop motion short film HTTP t co ,2020-03-18 20:59:52
9,"User(_api=<tweepy.api.API object at 0x00000216DA071FC8>, _json={'id': 797312442112049152, 'id_str': '797312442112049152', 'name': 'Kevin Bradley', 'screen_name': 'kevinbrad75', 'location': ' Ireland, ', 'description': 'Am a very big country and trucking fan my favourite country singers are Lisa mchugh cliona hagan Larissa tormey Marty mone Caitlin', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1534, 'friends_count': 373, 'listed_count': 96, 'created_at': 'Sat Nov 12 05:37:54 +0000 2016', 'favourites_count': 235949, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 79525, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/797312442112049152/1481662674', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=797312442112049152, id_str='797312442112049152', name='Kevin Bradley', screen_name='kevinbrad75', location=' Ireland, ', description='Am a very big country and trucking fan my favourite country singers are Lisa mchugh cliona hagan Larissa tormey Marty mone Caitlin', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=1534, friends_count=373, listed_count=96, created_at=datetime.datetime(2016, 11, 12, 5, 37, 54), favourites_count=235949, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=79525, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1210584500176117760/lfcXXChg_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/797312442112049152/1481662674', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')",thankful this is my new gym walk run move go outside floorwalker forerun outside outdoors path HTTP t co xcvii fl a ,2020-03-18 20:59:52
